Plant_Name,Nutrient_Requirement (mg/L),Hormone_Requirement (mg/L),Temperature (°C),pH_Level,Light_Intensity (lux),Contamination_Sensitivity,Recommended_Media
Tulip,69.35,0.97,21.33,6.91,1233.04,Medium,Nitsch
Fern,80.76,0.93,25.25,5.61,2215.71,Medium,Gamborg
Tulip,67.81,0.9,18.01,5.62,2905.78,High,Nitsch
Orchid,187.59,4.68,28.73,5.98,3868.58,Low,Gamborg
Tulip,44.41,0.47,20.22,5.59,1916.28,Medium,B5
Cactus,166.83,1.25,26.47,5.02,1954.1,High,B5
Cactus,121.11,1.79,28.6,6.42,2599.57,High,Murashige & Skoog
Tomato,136.0,0.57,20.62,6.41,2594.41,Medium,Nitsch
Orchid,388.02,2.09,26.17,6.05,3971.98,High,Gamborg
Apple,59.15,0.44,18.34,7.1,1951.66,Low,Gamborg
Orchid,382.78,3.85,22.83,5.4,3768.35,Medium,Murashige & Skoog
Tomato,157.12,1.36,25.91,5.36,1325.17,High,B5
Orchid,122.81,4.21,18.5,6.17,4831.91,Medium,Nitsch
Tulip,51.29,0.5,24.07,5.39,2796.31,Low,Nitsch
Cactus,157.74,1.05,26.84,7.14,2841.35,Medium,Gamborg
Apple,37.0,0.62,29.1,6.8,1124.65,High,White
Tomato,143.25,2.41,15.3,6.06,1208.73,Low,Nitsch
Orchid,234.07,4.64,22.37,6.28,3833.45,Medium,Gamborg
Orchid,380.67,2.05,21.2,7.19,4572.35,High,White
Tulip,38.18,0.13,27.16,5.32,2443.64,High,Murashige & Skoog
Tomato,128.33,1.81,17.57,5.93,2860.48,Medium,Nitsch
Tomato,196.15,2.3,19.76,7.41,2624.79,Medium,Nitsch
Mango,11.37,0.96,26.67,6.92,1163.05,Low,Nitsch
Bamboo,116.31,1.05,16.98,7.36,1263.28,Medium,Nitsch
Tomato,95.73,2.23,21.15,5.31,1020.52,High,Gamborg
Mango,36.82,0.24,27.45,7.43,1698.31,Low,B5
Fern,60.07,0.35,24.26,6.62,2821.21,Low,Murashige & Skoog
Bamboo,199.61,1.28,25.85,6.43,1973.34,High,B5
Wheat,25.58,0.21,20.55,5.77,1558.51,Medium,White
Cactus,128.18,2.11,15.06,5.49,1992.37,Medium,Nitsch
Rose,202.22,1.19,27.98,5.42,4861.48,High,Gamborg
Fern,40.63,0.77,28.15,5.93,1814.69,Low,B5
Rose,230.7,1.71,16.19,5.97,3778.65,Low,Gamborg
Apple,29.4,0.46,21.15,6.11,2737.52,High,White
Mango,85.23,0.69,15.97,5.98,1557.17,Medium,White
Bamboo,166.9,1.15,21.45,6.2,2852.73,Low,Nitsch
Wheat,75.39,0.95,18.79,6.86,1109.25,Low,Murashige & Skoog
Fern,79.2,0.88,20.47,6.31,1234.81,High,Gamborg
Wheat,26.48,0.91,17.22,6.59,2780.29,Low,Murashige & Skoog
Bamboo,90.8,2.09,23.11,6.92,2107.35,Low,White
Bamboo,122.61,1.77,24.24,5.9,1847.54,Low,Nitsch
Cactus,199.93,1.66,16.38,6.3,1099.92,High,Nitsch
Orchid,328.8,4.4,23.81,5.4,3030.44,Medium,Murashige & Skoog
Orchid,265.04,3.6,27.2,6.09,3249.03,Low,Gamborg
Mango,74.42,0.43,26.88,5.79,1505.91,Low,Murashige & Skoog
Tomato,117.8,1.12,27.84,6.42,2626.51,Medium,Nitsch
Tulip,88.1,0.45,15.2,5.64,2829.83,High,B5
Tomato,98.79,1.9,24.69,5.45,2937.38,Medium,Gamborg
Fern,53.99,0.76,20.72,5.87,2682.72,Medium,Murashige & Skoog
Orchid,293.93,4.05,18.47,7.42,4244.64,High,Gamborg
Bamboo,158.34,1.37,24.79,5.51,1940.93,High,Nitsch
Orchid,158.59,3.55,23.63,6.41,4230.25,High,Nitsch
Fern,84.43,0.26,21.2,6.93,2960.12,Medium,Nitsch
Orchid,301.0,1.16,20.84,6.62,3566.64,Medium,Gamborg
Apple,78.28,0.15,28.77,5.43,1317.09,Low,Murashige & Skoog
Tulip,90.58,0.92,26.09,5.27,1876.28,Medium,White
Tomato,139.97,1.55,21.92,7.4,1370.05,High,Nitsch
Apple,74.21,0.17,22.24,6.21,1620.05,Low,Murashige & Skoog
Tulip,92.79,0.54,28.03,7.14,2631.5,Medium,Gamborg
Orchid,369.7,2.83,21.6,5.44,4936.82,High,White
Mango,44.85,0.28,24.1,6.85,1261.72,Low,White
Fern,54.25,0.87,17.9,5.6,1125.54,Medium,Gamborg
Fern,28.31,0.36,27.22,7.29,1812.56,High,White
Tomato,160.43,1.85,29.51,5.04,2501.52,Medium,B5
Fern,62.05,0.96,17.22,7.48,2288.55,High,White
Tomato,190.95,1.79,16.37,5.05,1101.57,Medium,Nitsch
Fern,94.97,0.69,22.14,5.79,1720.55,Medium,Nitsch
Mango,72.52,0.63,18.03,7.42,1855.45,Medium,B5
Orchid,235.94,1.89,26.08,7.26,3470.62,High,Gamborg
Apple,72.66,0.98,26.25,5.71,1839.91,Medium,Gamborg
Wheat,63.01,0.35,29.07,6.63,2940.95,Low,Gamborg
Bamboo,194.6,0.54,26.53,7.41,1677.82,High,White
Cactus,164.23,2.23,24.05,7.04,1624.57,Medium,Nitsch
Fern,83.09,0.62,15.92,6.18,1261.15,High,B5
Apple,66.59,0.82,19.02,5.85,2834.05,High,White
Rose,309.57,4.55,18.46,6.77,3787.39,Medium,Murashige & Skoog
Tulip,78.71,0.25,18.79,6.96,2484.27,Low,Gamborg
Apple,69.94,0.8,17.74,5.76,1896.67,Medium,B5
Orchid,350.48,2.92,28.19,5.87,4571.66,High,Nitsch
Wheat,51.08,0.2,19.1,6.01,2498.59,Medium,Murashige & Skoog
Fern,74.44,0.69,26.41,5.45,2174.21,Medium,Gamborg
Tulip,99.22,0.58,23.6,7.49,2988.26,Medium,Gamborg
Wheat,51.03,0.87,27.36,7.23,2880.83,Low,Nitsch
Cactus,102.61,1.36,26.15,6.25,2628.12,Medium,Gamborg
Rose,257.52,3.18,19.21,6.16,4893.68,Medium,Gamborg
Tomato,67.48,2.35,27.73,6.22,2233.96,High,White
Mango,64.3,0.73,20.62,6.08,1415.36,High,B5
Tomato,172.66,2.37,24.98,5.59,2520.42,Low,Nitsch
Wheat,34.69,0.48,25.19,5.28,1210.41,Low,B5
Fern,54.08,0.3,22.61,5.1,2809.54,High,B5
Tulip,30.1,0.3,21.9,5.82,2967.97,High,Murashige & Skoog
Bamboo,107.41,1.49,15.25,5.21,1515.62,High,Nitsch
Rose,332.31,1.0,22.58,5.59,4749.82,Medium,Nitsch
Bamboo,103.48,2.38,18.61,5.24,1138.57,High,Nitsch
Mango,67.75,0.39,25.35,5.15,2714.67,High,Murashige & Skoog
Mango,94.29,0.42,20.99,6.86,1268.17,Low,B5
Orchid,307.76,2.17,22.83,6.28,3722.21,Low,White
Tulip,98.46,0.95,29.33,7.2,1510.31,High,Gamborg
Tomato,81.37,1.12,16.75,6.14,2968.62,High,Gamborg
Tomato,152.44,2.2,18.24,6.88,2762.71,High,Nitsch
Cactus,102.02,2.44,26.71,5.71,2127.88,Medium,Gamborg
Tomato,103.27,1.06,25.12,6.95,2747.91,High,White
Cactus,88.22,1.35,28.52,6.14,1394.13,Medium,B5
Fern,78.64,1.0,26.81,7.19,2495.66,Medium,B5
Apple,22.71,0.44,25.09,5.9,2160.01,High,Gamborg
Rose,209.97,1.78,18.73,5.56,4097.63,Medium,Gamborg
Mango,13.48,0.82,15.96,7.36,1430.75,Low,Nitsch
Fern,62.9,0.62,23.15,5.85,2412.91,Medium,B5
Fern,38.03,0.63,15.59,6.79,2058.81,High,Gamborg
Fern,29.89,0.76,15.41,6.39,1338.98,Low,B5
Mango,18.9,0.7,24.17,6.18,1838.52,Low,Murashige & Skoog
Apple,32.89,0.9,29.53,7.37,1386.71,High,Nitsch
Wheat,72.74,0.78,29.74,5.02,2268.1,High,Gamborg
Rose,224.01,3.8,25.23,6.69,4013.88,High,Gamborg
Rose,287.53,4.85,27.51,5.27,3046.37,Medium,Gamborg
Tulip,91.26,0.55,21.7,6.9,2415.94,Low,B5
Tulip,52.5,0.47,20.3,6.06,2347.32,Medium,Murashige & Skoog
Orchid,160.89,1.81,25.45,7.17,3482.42,High,Gamborg
Orchid,286.24,2.79,16.44,5.23,4554.68,Low,Gamborg
Apple,92.32,0.59,22.55,5.73,1610.39,High,White
Bamboo,74.53,0.69,22.09,6.16,2306.92,Low,White
Orchid,240.85,3.26,15.25,6.97,3590.85,Low,Gamborg
Apple,58.21,0.99,16.49,6.39,2061.19,Low,Nitsch
Apple,45.77,0.45,24.87,5.23,2471.25,High,Murashige & Skoog
Cactus,79.29,0.82,18.09,6.23,1475.58,Medium,White
Tomato,183.14,1.02,27.74,5.49,1826.68,Medium,White
Bamboo,54.52,1.08,24.13,5.89,2550.05,Low,White
Wheat,23.13,0.67,21.76,5.42,1652.75,Low,Nitsch
Tulip,68.64,0.99,24.51,5.9,2335.82,Low,Murashige & Skoog
Mango,70.84,0.73,25.93,6.63,1188.46,Low,White
Bamboo,122.91,1.7,29.02,5.6,1304.86,Low,Murashige & Skoog
Fern,65.13,0.17,25.9,6.77,2551.14,Medium,White
Tulip,89.8,0.67,29.3,7.45,1006.56,High,B5
Fern,96.03,0.99,23.51,5.43,1326.1,Low,Murashige & Skoog
Fern,41.82,0.91,26.81,5.18,1814.27,Medium,Nitsch
Bamboo,150.53,2.33,20.22,5.68,1452.23,Low,Nitsch
Fern,22.14,0.64,19.21,6.54,1166.06,Low,Nitsch
Cactus,174.07,0.87,20.41,6.39,2734.42,Low,Nitsch
Tomato,109.79,1.66,19.75,6.77,1497.39,Medium,Nitsch
Mango,99.34,0.38,28.18,5.99,1492.11,High,B5
Orchid,192.63,2.35,17.95,7.4,3489.49,Low,Nitsch
Orchid,383.17,4.6,18.73,7.16,3499.65,High,Murashige & Skoog
Tomato,173.05,2.04,19.42,5.23,1412.88,Medium,Nitsch
Fern,33.31,0.84,18.42,6.7,1167.23,Low,Nitsch
Fern,36.08,0.46,27.61,6.1,1476.82,High,Nitsch
Tulip,83.81,0.91,16.48,5.26,2592.8,Medium,Gamborg
Tulip,46.11,0.84,16.9,6.68,1007.23,Medium,Nitsch
Bamboo,62.54,2.19,27.96,6.89,1484.96,High,B5
Fern,35.32,0.56,26.03,5.24,1593.39,Medium,Nitsch
Rose,323.35,3.08,18.38,5.72,4114.66,Low,Murashige & Skoog
Rose,356.42,1.82,26.61,5.02,3259.62,High,Gamborg
Cactus,79.2,1.23,18.64,5.84,2884.9,High,Murashige & Skoog
Cactus,71.32,0.95,19.08,5.37,1820.63,Low,Nitsch
Cactus,168.16,1.65,16.35,7.23,2931.27,High,Nitsch
Orchid,311.39,4.37,23.1,5.81,3957.12,Low,Murashige & Skoog
Tomato,173.53,2.29,15.72,5.47,1592.29,Medium,Nitsch
Tomato,103.76,2.31,23.51,5.54,1245.57,High,Nitsch
Apple,40.1,0.67,16.03,5.36,2092.55,High,Gamborg
Tomato,151.09,1.28,21.0,6.91,1998.92,Medium,Nitsch
Orchid,251.56,3.37,26.41,6.52,4231.23,High,Gamborg
Cactus,64.1,1.06,24.49,5.55,2295.07,Medium,Nitsch
Mango,80.72,0.68,15.7,6.98,1449.04,High,White
Mango,73.4,0.51,21.9,6.67,1508.78,High,Gamborg
Bamboo,64.42,2.24,16.44,5.03,1938.8,Low,Murashige & Skoog
Fern,87.84,0.87,29.27,5.19,2073.62,Medium,Nitsch
Rose,293.16,4.08,20.39,5.45,3409.17,High,Gamborg
Mango,41.53,0.18,19.82,6.57,2788.96,High,Murashige & Skoog
Cactus,189.32,1.17,18.86,6.82,2413.6,Low,Nitsch
Rose,178.2,2.57,22.57,7.23,4737.51,Low,Nitsch
Apple,14.39,0.39,20.93,5.62,1077.34,Medium,White
Apple,73.26,0.87,22.61,6.2,1680.57,Low,B5
Fern,45.41,0.74,16.05,7.32,1689.09,High,White
Tulip,95.1,0.71,15.81,5.39,1799.67,Low,White
Cactus,199.62,1.82,28.83,6.09,2420.56,Low,Gamborg
Cactus,76.7,0.66,24.27,7.12,1041.67,Low,Gamborg
Rose,202.57,1.43,26.42,7.3,3435.91,Low,Gamborg
Tulip,41.73,0.76,24.17,5.2,2275.49,High,White
Tomato,65.63,0.78,15.03,5.38,2154.56,Low,Gamborg
Wheat,23.13,0.33,23.79,5.8,1999.39,Medium,B5
Mango,53.84,0.1,24.75,6.06,1683.4,Medium,Nitsch
Tomato,78.18,1.63,15.76,7.0,1879.23,Low,Nitsch
Orchid,276.66,1.75,22.48,5.93,4607.75,Low,Gamborg
Bamboo,118.74,1.94,21.5,6.98,2323.37,Low,Nitsch
Orchid,251.19,4.87,24.92,7.26,3357.52,Low,Gamborg
Mango,91.78,0.39,29.51,5.24,2805.34,High,White
Tulip,89.16,0.33,15.33,5.34,2318.23,Medium,Murashige & Skoog
Tulip,21.96,0.53,21.93,7.21,1592.42,Medium,Murashige & Skoog
Tomato,126.66,0.62,23.45,6.99,1264.31,High,Nitsch
Orchid,142.3,3.45,18.36,6.6,4944.98,High,Nitsch
Tomato,75.63,1.62,23.8,6.66,2482.98,Medium,Nitsch
Bamboo,135.64,2.19,28.81,6.21,2279.38,Medium,B5
Mango,18.41,0.35,19.82,7.42,2337.2,Medium,B5
Tomato,178.22,2.26,24.92,5.76,1962.5,Medium,Nitsch
Wheat,28.95,0.76,23.22,5.24,2114.57,Medium,B5
Mango,36.35,0.66,21.15,5.36,2379.19,Low,Nitsch
Fern,77.11,0.84,27.84,5.27,2115.51,Medium,B5
Orchid,129.86,4.27,26.95,6.12,3219.42,Low,B5
Cactus,127.78,1.38,23.53,6.82,2549.72,High,Nitsch
Wheat,27.9,0.46,16.07,6.13,2940.68,Medium,Gamborg
Rose,180.57,1.26,17.74,6.22,3689.71,High,Nitsch
Fern,23.19,0.69,23.37,7.11,1366.51,Low,Nitsch
Cactus,135.02,0.97,15.22,5.05,2223.96,Medium,Nitsch
Tomato,199.04,0.87,25.66,5.39,2080.19,Low,B5
Fern,62.64,0.18,27.73,6.37,2843.18,Medium,Nitsch
Fern,20.01,0.86,29.5,6.78,1838.14,High,Nitsch
Mango,94.16,0.47,26.85,6.64,1359.41,High,Gamborg
Cactus,123.69,0.83,21.79,6.28,2063.42,Low,Nitsch
Orchid,255.2,1.92,24.95,6.99,3638.74,High,Gamborg
Rose,144.08,2.37,28.64,7.28,4150.65,High,Gamborg
Bamboo,155.89,1.9,29.91,6.17,2475.66,High,White
Tulip,82.44,0.9,15.77,6.32,1214.85,Low,B5
Wheat,88.18,0.48,19.9,6.49,2635.27,Medium,Murashige & Skoog
Tomato,52.87,2.35,26.61,5.99,1768.02,High,B5
Wheat,79.18,0.67,16.52,5.66,1917.83,High,Gamborg
Tulip,75.6,0.4,25.47,7.04,1490.72,Medium,B5
Bamboo,56.29,0.91,18.01,5.16,2452.01,Low,White
Wheat,32.7,0.51,24.59,7.19,2049.24,Low,White
Rose,193.07,1.32,21.68,6.96,3061.56,Medium,Nitsch
Tomato,189.28,1.07,19.18,6.1,1713.83,High,Nitsch
Orchid,292.53,4.04,27.3,7.31,3861.87,Low,Gamborg
Bamboo,109.05,2.5,19.5,7.05,1106.34,High,Nitsch
Wheat,58.3,0.67,27.15,6.9,2522.02,Medium,White
Rose,247.39,1.27,28.35,7.23,3645.76,High,Gamborg
Cactus,110.12,1.16,29.63,6.78,1757.62,Medium,Nitsch
Tomato,189.09,0.68,16.44,6.19,2176.2,Medium,Nitsch
Tulip,67.69,0.1,29.52,5.58,2834.2,Low,Nitsch
Bamboo,145.99,1.55,23.14,6.99,1389.41,High,Nitsch
Mango,49.37,0.95,20.75,6.5,1900.62,Medium,B5
Bamboo,110.09,0.64,23.97,7.41,1091.81,Low,Nitsch
Tomato,166.26,0.93,19.1,5.5,1594.83,Medium,Nitsch
Bamboo,178.03,1.28,28.71,5.86,2335.8,Medium,White
Wheat,46.99,0.39,23.73,7.34,1568.99,Medium,Gamborg
Apple,86.02,0.33,19.2,7.21,1160.52,Medium,B5
Apple,11.14,0.43,18.86,6.42,2265.72,High,Murashige & Skoog
Fern,57.82,0.73,20.1,5.16,2010.88,Medium,Nitsch
Orchid,128.67,1.83,20.22,6.35,3587.69,Medium,Nitsch
Fern,88.24,0.23,22.43,7.38,2250.03,Low,Murashige & Skoog
Wheat,26.64,0.13,19.82,6.19,2471.66,Low,Murashige & Skoog
Tomato,119.16,1.42,27.16,7.06,2518.54,Medium,Nitsch
Orchid,303.94,3.81,29.48,6.13,4264.87,Low,Murashige & Skoog
Cactus,72.59,1.42,23.17,7.38,1733.08,High,Nitsch
Fern,84.68,0.95,23.46,7.16,2649.77,Low,White
Fern,67.53,0.96,17.43,6.86,1641.57,Medium,Gamborg
Mango,93.36,0.74,21.15,5.03,2585.83,High,Murashige & Skoog
Apple,57.53,0.46,15.44,6.88,2944.36,Medium,White
Fern,11.3,0.69,22.4,6.96,2389.36,Medium,Nitsch
Bamboo,114.08,1.07,22.15,7.18,1084.88,Medium,Nitsch
Cactus,99.73,0.95,19.15,5.13,1950.22,Low,B5
Rose,320.14,2.99,20.08,6.56,4674.02,High,Gamborg
Tomato,166.54,1.97,28.38,5.51,2717.76,High,White
Fern,22.88,0.74,24.95,7.41,1883.03,Low,Gamborg
Wheat,75.98,0.66,29.59,6.78,2866.32,Medium,Gamborg
Wheat,23.53,0.28,19.78,6.27,1244.84,High,Gamborg
Cactus,183.22,1.15,23.5,5.99,1148.06,Low,Nitsch
Tomato,184.36,1.15,20.69,6.96,2517.91,High,Nitsch
Apple,81.6,0.47,27.32,6.27,1555.43,High,Gamborg
Fern,23.05,0.27,15.95,7.22,2862.02,Medium,Nitsch
Tulip,26.52,0.91,22.6,5.17,1282.63,High,Nitsch
Rose,192.79,1.24,18.54,5.66,4988.74,Low,Nitsch
Fern,71.81,0.87,20.81,7.19,1680.28,High,B5
Mango,43.04,0.71,18.55,6.75,1694.88,Low,Gamborg
Cactus,85.81,2.17,25.83,5.59,2949.95,High,Gamborg
Fern,50.65,0.24,19.65,5.52,1722.89,Low,Nitsch
Cactus,165.44,2.46,29.97,7.21,1159.01,Medium,Nitsch
Apple,82.78,0.23,20.75,5.17,2049.19,High,Nitsch
Tulip,40.55,0.63,26.01,6.91,1603.28,Low,B5
Bamboo,170.83,1.26,26.2,7.21,2533.61,High,Gamborg
Fern,79.7,0.7,26.4,7.45,1862.23,High,B5
Fern,62.82,0.38,25.28,7.05,1840.88,High,Nitsch
Tomato,174.29,1.14,19.48,5.76,2622.79,Low,Nitsch
Fern,39.68,0.63,17.08,6.17,2997.59,Medium,B5
Tulip,62.05,0.32,25.1,7.03,2614.03,Low,Gamborg
Rose,338.11,1.24,24.08,7.09,3744.71,Medium,White
Mango,86.67,0.81,21.64,6.81,2137.3,High,B5
Tulip,65.72,0.66,25.24,5.96,2738.15,Low,White
Rose,192.22,2.5,25.88,6.2,4112.91,Medium,Gamborg
Apple,37.74,0.29,20.82,6.52,2313.89,Low,White
Wheat,70.7,0.1,22.12,5.5,1648.16,Medium,Gamborg
Mango,56.71,0.62,26.18,7.43,2756.52,High,Nitsch
Tulip,28.33,0.27,15.48,5.82,1048.22,Medium,Gamborg
Fern,75.96,0.12,20.94,7.23,2040.64,Low,B5
Rose,173.01,1.4,27.26,5.22,3584.59,Low,B5
Cactus,155.16,1.46,18.83,5.82,1143.3,Low,Nitsch
Wheat,41.32,0.14,15.55,6.9,2104.74,High,Murashige & Skoog
Cactus,186.13,2.27,26.82,6.19,1616.25,Low,Nitsch
Cactus,141.54,0.87,24.83,6.14,2240.41,Medium,Nitsch
Cactus,156.65,1.35,21.7,7.04,1881.08,Low,Nitsch
Rose,256.69,3.21,28.21,7.3,4648.39,Medium,Gamborg
Bamboo,198.24,1.71,27.67,5.18,1696.6,Low,Murashige & Skoog
Rose,111.99,3.44,24.13,7.25,3380.1,Low,Nitsch
Wheat,27.6,0.97,17.32,7.28,1856.95,Low,B5
Wheat,20.7,0.78,24.83,5.58,2947.81,Low,B5
Wheat,87.32,0.4,23.04,6.08,2418.16,Medium,Nitsch
Rose,274.63,4.52,18.26,5.46,4544.55,Low,Gamborg
Tomato,78.8,1.26,20.89,7.19,2236.89,High,Nitsch
Apple,28.71,0.7,20.94,5.33,1254.53,High,White
Cactus,113.16,0.6,24.82,5.19,1116.06,Medium,Nitsch
Apple,28.67,0.87,17.85,7.49,1564.61,Medium,Murashige & Skoog
Apple,27.55,0.56,21.58,5.68,1321.08,Low,Gamborg
Tomato,58.75,0.81,29.21,6.36,1126.9,High,Gamborg
Mango,76.5,0.77,24.77,6.83,1175.93,Medium,B5
Fern,40.56,0.95,22.54,7.42,1177.84,Low,Nitsch
Apple,66.72,0.17,17.63,5.65,2497.49,Medium,White
Apple,21.87,0.13,20.93,7.45,1220.68,Low,Gamborg
Tulip,40.28,0.1,28.37,6.94,2305.72,Low,Gamborg
Orchid,377.3,3.47,24.05,7.28,4119.67,Medium,Murashige & Skoog
Mango,41.11,0.43,25.28,5.8,2118.22,High,B5
Fern,50.9,0.3,28.48,5.76,2194.8,High,Murashige & Skoog
Tomato,81.63,1.62,29.25,6.52,1606.65,Medium,White
Tulip,58.77,0.55,19.08,5.18,1965.72,Medium,White
Rose,378.75,2.1,22.98,5.17,3850.09,High,Gamborg
Tulip,96.99,0.76,25.79,5.23,2858.7,Medium,B5
Tomato,51.89,1.1,29.94,6.07,2776.99,Medium,B5
Mango,62.67,0.32,17.49,6.48,2522.62,Low,Gamborg
Rose,129.44,4.74,20.05,7.49,4957.18,Low,Nitsch
Cactus,192.96,0.58,15.89,5.23,2553.54,High,Nitsch
Orchid,317.71,2.77,27.54,7.02,4919.33,High,Gamborg
Bamboo,111.56,1.42,29.47,7.08,1333.58,Low,Murashige & Skoog
Orchid,392.79,1.35,27.21,7.15,3237.51,Medium,B5
Wheat,41.86,0.24,24.73,6.75,2007.22,High,White
Rose,360.75,4.73,27.09,7.4,4908.52,High,Murashige & Skoog
Mango,59.04,0.6,28.12,6.81,1499.1,Low,B5
Tomato,117.7,0.88,23.77,5.49,2608.88,Medium,Nitsch
Wheat,54.0,0.25,25.03,6.71,1573.85,High,B5
Rose,219.93,1.67,17.91,5.98,4923.57,Medium,Gamborg
Tulip,38.78,0.96,24.68,6.14,1936.6,High,Nitsch
Wheat,44.8,0.58,22.92,6.9,1717.6,Low,Gamborg
Tulip,89.45,0.46,19.04,5.5,2008.68,Low,Nitsch
Tomato,192.53,0.71,23.45,5.83,1859.7,Low,Nitsch
Rose,396.32,3.37,17.41,5.48,4432.22,Medium,Murashige & Skoog
Bamboo,122.05,0.8,21.5,6.87,1917.63,Low,Nitsch
Tomato,175.22,1.58,15.07,7.25,1297.13,Medium,Nitsch
Tulip,47.26,0.4,23.37,5.86,1832.82,Medium,B5
Rose,285.73,3.02,19.58,6.82,4102.38,High,Gamborg
Cactus,100.05,0.69,23.39,5.28,1312.24,Medium,Nitsch
Rose,128.26,3.13,26.2,6.03,4340.21,Medium,Gamborg
Tulip,83.46,0.34,27.44,6.75,2979.66,Medium,White
Cactus,131.94,1.36,17.29,6.03,2579.46,High,Nitsch
Tulip,97.0,0.21,15.67,5.77,2176.36,Low,Nitsch
Tomato,141.78,1.84,18.55,6.11,2266.51,Low,Nitsch
Fern,93.84,0.2,15.76,7.22,1191.59,High,Gamborg
Cactus,139.83,1.26,28.73,7.18,1852.49,Low,Gamborg
Mango,29.83,0.59,28.03,6.93,2591.02,Low,White
Wheat,75.64,0.85,18.17,6.6,1080.48,Low,Gamborg
Fern,12.2,0.62,27.61,5.95,1089.68,Low,Murashige & Skoog
Cactus,157.58,1.66,18.45,5.04,2389.34,Medium,Nitsch
Fern,87.23,0.52,22.96,6.88,2558.86,High,Nitsch
Rose,144.28,2.36,15.3,6.8,4761.37,Medium,Nitsch
Fern,12.33,0.3,21.58,6.47,1992.55,High,Nitsch
Tulip,16.45,0.32,27.29,7.01,2890.9,High,Gamborg
Apple,98.28,0.69,25.74,5.49,2537.72,High,B5
Orchid,116.67,1.46,16.62,5.13,3642.28,Low,Nitsch
Bamboo,102.23,2.02,16.98,6.14,1370.23,Medium,Nitsch
Orchid,163.96,3.46,21.71,5.4,4063.71,Low,Nitsch
Tomato,64.44,1.43,23.85,5.12,1804.19,Medium,Gamborg
Mango,21.31,0.23,17.74,7.01,1878.98,Low,B5
Tomato,169.7,1.23,17.4,6.01,2110.62,Low,Nitsch
Bamboo,144.15,1.29,15.15,6.68,2424.78,Medium,Nitsch
Wheat,40.77,0.58,20.81,6.75,2167.16,Low,Nitsch
Cactus,153.09,1.24,28.14,7.11,1350.33,Low,White
Tulip,13.6,0.12,24.7,6.35,2085.49,Medium,Gamborg
Tomato,199.32,2.39,15.19,7.24,2361.1,Medium,Nitsch
Apple,62.45,0.86,29.27,6.4,1362.58,Low,Nitsch
Fern,30.05,0.97,24.54,6.73,1435.63,Medium,B5
Bamboo,161.8,1.48,24.01,5.36,2626.43,High,Nitsch
Fern,37.51,0.31,22.32,5.54,1967.41,Medium,Nitsch
Mango,41.93,0.83,28.84,7.37,2366.4,Low,Gamborg
Mango,73.0,0.27,23.96,7.15,1765.07,Medium,B5
Mango,32.49,0.49,24.46,5.43,2529.1,Low,White
Apple,18.82,0.71,19.4,6.99,1804.34,High,Murashige & Skoog
Bamboo,152.78,1.04,17.29,6.92,1872.36,High,Nitsch
Orchid,157.73,2.7,27.51,6.2,4172.73,High,Nitsch
Rose,366.84,4.01,15.07,6.02,3821.43,Medium,Murashige & Skoog
Cactus,129.68,0.77,24.93,6.98,2283.92,High,Nitsch
Cactus,141.12,0.88,20.74,7.39,1576.35,High,Nitsch
Tulip,42.97,0.52,23.4,7.48,2512.47,Medium,Gamborg
Mango,48.16,0.38,27.59,6.94,2072.08,Low,White
Tomato,135.49,1.48,22.77,7.2,2789.67,Low,Nitsch
Tulip,51.02,0.56,22.79,7.38,2298.8,High,Murashige & Skoog
Rose,170.67,1.98,27.5,6.37,4713.52,Medium,B5
Tomato,88.21,1.73,22.55,7.3,1836.96,High,Gamborg
Tulip,73.77,0.9,29.95,6.83,1629.04,Low,B5
Tomato,63.97,1.11,22.47,5.46,1933.12,Medium,Murashige & Skoog
Orchid,148.27,2.1,23.92,5.9,4688.08,Medium,Nitsch
Wheat,26.76,0.99,27.14,5.34,1621.77,Medium,White
Tulip,27.54,0.76,19.06,7.01,2366.88,Medium,Nitsch
Tulip,61.48,0.95,21.66,6.09,2000.01,Medium,B5
Fern,87.75,0.13,21.6,6.28,2214.06,Medium,B5
Tulip,53.61,0.72,26.6,6.84,1683.17,High,Murashige & Skoog
Fern,96.13,0.82,21.63,6.35,2214.88,High,Gamborg
Orchid,278.04,2.13,16.64,6.71,3286.0,High,Gamborg
Apple,84.66,0.39,29.35,6.16,2912.47,Medium,Murashige & Skoog
Bamboo,113.27,1.96,25.86,6.58,2592.56,High,White
Wheat,58.26,0.28,18.67,7.26,2680.66,Low,B5
Cactus,51.47,1.44,19.37,6.19,1809.39,Low,B5
Tulip,78.61,0.3,21.63,6.84,1790.78,Medium,B5
Apple,97.91,0.13,23.1,6.12,1484.9,Low,White
Tulip,35.55,0.8,21.91,7.48,1772.92,Low,White
Cactus,146.28,2.43,23.81,5.76,1763.04,Medium,Nitsch
Bamboo,61.11,1.03,18.01,7.17,1358.38,Low,Nitsch
Apple,40.97,0.35,21.2,6.79,2741.19,Low,White
Cactus,197.08,1.1,15.11,6.29,1301.46,High,Nitsch
Tomato,154.74,1.96,21.91,6.69,2076.48,Low,Nitsch
Fern,63.7,0.7,17.99,5.67,1879.93,Medium,Murashige & Skoog
Tomato,83.51,2.17,18.43,7.04,1905.96,Low,B5
Mango,47.46,0.9,29.75,6.67,2727.63,Medium,B5
